task,model_seed,checkpoint_step,history_regime,trajectory_id,pair_id,generation_seed,hue_u,input_r,input_g,input_b,true_gravity_band,gravity_true,gravity_hat_e3,gravity_hat_e0,fit_rmse,valid,invalid_reasons,outcome,future_r,future_g,future_b,future_color_coordinate,detector_coverage,max_missing_run,max_adjacent_y_jump,output_video_path,output_video_sha256
free_fall,3407,100000,Long,eval_50003,eval_50003_low,17050003,0.3,179,65,104,low,0.023332338981242467,-0.033684681066920394,0.04493781777640872,0.021203076621693222,True,,E3_fail,105.40377575444688,58.87834541399498,78.44407362459546,-0.14664137884076078,1.0,0,0.018431598881871514,videos/behavior/eval_50003_low__long__u03.mp4,59f1334efaae9d5d61338b94dfcddd81b5cd946696b5068bf4c11406e5623bdd
free_fall,3407,100000,Long,eval_50003,eval_50003_low,17050003,0.6,123,83,160,low,0.023332338981242467,-0.0423819676198224,0.05233077207418845,0.021647991750450898,True,,E3_fail,68.61906958355297,65.37416018925313,111.12630495163299,0.23648583713490107,1.0,0,0.025271653035334074,videos/behavior/eval_50003_low__long__u06.mp4,d8f9c022b6fe838d7710f74fd59024631239ad3fa4f1ee035f0e0d4015d2f986
free_fall,3407,100000,Long,eval_50003,eval_50003_low,17050003,0.9,67,100,216,low,0.023332338981242467,-0.05159049489322302,0.059810182461025097,0.023968554688103653,True,,E3_fail,44.78701663545225,68.46192246956345,145.7884228740936,0.5299812320967084,1.0,0,0.018991455855252193,videos/behavior/eval_50003_low__long__u09.mp4,2336154de3afb18b895c1465d00ad3fb5d3078ee9b92a6f3c977a73644836f87
free_fall,3407,100000,Long,eval_50004,eval_50004_low,17050004,0.1,216,54,67,low,0.011105217056557454,-0.042847660538247435,0.029993714723576172,0.007731539193998333,True,,E3_fail,153.29901239907727,44.490565476190476,49.379463266872754,-0.5127310573594495,1.0,0,0.007382522253922552,videos/behavior/eval_50004_low__long__u01.mp4,a749cda68f54fabd300f6f8ffec16849ab791ffa25c13b5fb61ecef1109ab98c
free_fall,3407,100000,Long,eval_50004,eval_50004_low,17050004,0.4,160,71,123,low,0.011105217056557454,-0.041161388855740604,0.031496318629369774,0.006835115427904972,True,,E3_fail,105.70635702589436,63.24758398527381,80.32897311196825,-0.1364116369461645,1.0,0,0.009157694614412515,videos/behavior/eval_50004_low__long__u04.mp4,ee3ec3a1b60092d0dc92d2f352e877fad2cef81a0f5bbaa76b4c7c34ccb88c8f
free_fall,3407,100000,Long,eval_50004,eval_50004_low,17050004,0.7,104,89,179,low,0.011105217056557454,-0.04128387171289093,0.03592924412379197,0.009776655316180343,True,,E3_fail,63.84187913610014,71.89654745838956,134.63081395348837,0.3566683845290217,1.0,0,0.008785772477955534,videos/behavior/eval_50004_low__long__u07.mp4,aa5aeda4aa1659ecced2283df2688f1dc30c1c6f5c091d2277d6d6d3a7c62a68
free_fall,3407,100000,Long,eval_50004,eval_50004_low,17050004,1.0,48,106,235,low,0.011105217056557454,-0.05006077818619527,0.03947367934019448,0.012856620616246902,True,,E3_fail,38.5094674832858,78.72593420930016,169.95076181157395,0.6305341540345731,1.0,0,0.012254044341785564,videos/behavior/eval_50004_low__long__u10.mp4,db6f2507cc3340ec44e68b7499405f6cc69985c5641f3d56f26380ae8412b696
free_fall,3407,100000,Long,eval_50005,eval_50005_low,17050005,0.2,198,60,85,low,0.007266470942510986,-0.03825392351310295,0.02251866268712611,0.005690407168464801,True,,E3_fail,156.85249042145594,52.06520505179509,60.77603671577947,-0.44146994408086365,1.0,0,0.00796955284640588,videos/behavior/eval_50005_low__long__u02.mp4,5f0e94fae0b89f0eb251de8e51211974b17904bb2aebb5d9c0560e0fb1156bae
free_fall,3407,100000,Long,eval_50005,eval_50005_low,17050005,0.5,142,77,142,low,0.007266470942510986,-0.03310667223399477,0.024698999065256248,0.0035254767975633084,True,,E3_fail,108.16139186840209,73.44292452830189,97.5296137702972,-0.05168810403299688,1.0,0,0.007225147061535431,videos/behavior/eval_50005_low__long__u05.mp4,656bc758686e24826fc7751b933164150eb2761ad9d084ef91cded000f13f65a
free_fall,3407,100000,Long,eval_50005,eval_50005_low,17050005,0.8,85,94,198,low,0.007266470942510986,-0.03058318358803174,0.032912274445271394,0.007198338540641595,True,,E3_fail,63.337251356238696,79.54608074423572,155.57471264367817,0.42134499915899565,1.0,0,0.007964866570148166,videos/behavior/eval_50005_low__long__u08.mp4,7c71e3f7a353354a99940ec91956b540fb09148bdd840834e4dd06756122dad1
